sentence,label
"In fact, the May issue of Fast Company Magazine ranked Kentucky second among states for its growth rate of startup companies.",1
This success is due to our ongoing commitment to support entrepreneurs with innovative products and services in order to keep Kentuckys economy on the right track.,1
"One reason for our success is our support of Kentuckys small high-tech businesses, and those willing to relocate in Kentucky, as they explore the potential of their technology and the ability to commercialize it.",1
Our SBIR-STTR program matches federal awards and is the most comprehensive of its type in the nation.,1
"LAWRENCE GRANDPRE: Im Lawrence Grandpre, from Leaders of a Beautiful Struggle.",1
Were at the William Porter trial.,0
"JAISAL NOOR: So Lawrence, talk about your reaction to the jury selection, as well as the opening arguments by the prosecution.",0
GRANDPRE: Jury selection was really interesting.,1
The defense actually used all six of their strikes on black people.,1
"The majority of which on men of color, many of them younger.",0
Which conforms to many peoples fears that young men of color may be seen as biased against the police and therefore be excluded from the trial.,0
"Now, the actual demographic from the jury represented Baltimore.",0
"Two-thirds black, one-third white.",1
We obviously dont know any of the details of the individuals in particular.,0
"I do think the strike pattern of the defense, though, is the big story of the jury selection, while the defense--or the prosecution, excuse me, used their strikes on a diversity of folks, the defense only used their strikes on black folks, predominantly younger black folks.",1
"NOOR: And the prosecution alleges that Freddie Gray said he couldnt breathe, and William Porter the defendant failed to do his duty as an officer to provide medical care.",1
"Before you get started, absolutely critical, you have to have a bank account for the business.",1
"I think you should have an entity for the business, hands down.",0
"If you start without an entity for the business, then when you have an entity it starts getting confusing about did I pay for that out of my own check book, did I pay for that out of the business, and reconciling the two is very frustrating even if its only a month of an overlap time.",0
So the suggestion is to set up an entity.,1
"Also as you ... certainly, theres a metaphorical way of saying to yourself,. Ive kinda given birth to this new thing called the business and now I have to think about what the responsibilities are in terms of taxes and in terms of the profits that were making and the cost that were experiencing and to be able to reconcile all that in one bank account and able to have a vision or clarity on what your business is doing.",1
"And, the cash is important, right, because its what allows students to pay back their student loans that they had to take out for degree completion to begin with",1
This is a definition of success that the media often is telling to students,1
"How hard should your Rollga be? Should it be soft? Should it be very firm? Theres a few things to this, number one if you go and ask a massage therapist to give you a soft, theaputic, circulatory type massage, you are going to go with something lower on the charts like your MalaPearl, something more soft",1
"If you are going to be more aggressive and you go into the massage therapist and say, I want a sports massage, use your elbows, really dig into the tissue",1
Then you are going to go ahead and look into something more firm and aggressive like the Pro Series,1
"Now there are some inbetween there, and I put together a nice little chart to help you decide which density is best for you",1
But theres also some other things to think about,1
"If you are somebody that is just sitting on a chair using the Rollga, you are going to want something a little more firm, or if you are using the wall, technically if you are leaning against a wall you are going to want more pressure because you are using less body weight",1
Now if you are new to foam rolling I would suggest starting with something more soft and progressing your way up to something more firm,1
"Some also like to use a soft Rollga for sensitive and tender areas, and they like to use something a little bit more firm to be a little bit more aggressive in others",1
"Rhett Reiger, White Caspian Studios, on behalf of Expert Village.",1
The independent directed film as a director.,1
"As a director there is so many things that you need to cover, that you need to be aware of.",1
"As Ive gone over them in detail, but just to do a brief summary you have got to be prepared for the challenges that you will face as a director.",1
"There is a lot of glamor and glitz that goes with movies, but unbenounst to most people movies are so difficult.",1
"They are harder than most jobs because of the hours, because of the stress and because of of all thats required of the people involved, but more than anybody the director has the toughest job.",1
"So, youve had to take out loans to get through school.",1
"A lot of us have, and all I can say is if it werent for loans, I wouldnt be here.",1
The time is soon coming when Ill have to be paying them back.,1
"Ive looked into it, and I’ve discovered that there are six options I can choose from.",1
"With some of these options, you pay a fixed amount every month.",0
Other options allow your monthly payments to increase as your income does.,1
Visit the financial aid office for more information.,1
"It’s possible to have your student load debt deferred due to situations like unemployment, military service, or returning to school.",1
"You may also be eligible to have them cancelled for example if you become a teacher, a firefighter, or work in the public sector.",1
Just go to www.studentaid.ed.gov and look for “public service loan forgiveness” to learn more.,1
coming up when we go on our trip and the van cannot smell like it does now for that 18-hour trip,1
"So were trying to clean it out, get it smelling good, and then were gonna go eat dinner",1
"- So on our way to my friends little gingerbread house party, I stopped and said hello to one of my neighbors and its an elderly gentleman and I was driving past and I just rolled down my window and I said hello",1
"potential customers, and other businesses",1
Schools are getting connected with one another,1
Non-profit organization are connecting their communities together,1
"People with similar interests are connecting, whether it be a passion for motorcycle riding, music, collections, there is a way to get groups of people together with digital communication technologies, no matter where they live or at what time of day they live",1
Networking has become so important that it has integrated into face-to-face conversations,1
People have come to talk about what one posts on X networks or on X site,1
The teaching assistantship that I undertook  lasted for nine months I was working in whats the  equivalent a sixth form  college.,1
"So I was working with age groups from sixteen upwards   and often that would include interacting with  the students in English however, that didnt mean that my German was in anyway  hindered because  it was an opportunity to also have to explain things in German which is probably one of  the most difficult tasks when it comes to using a modern foreign language.",1
"In terms of the activities which I took part in there was lots of things, ranging from sorts of  oral classes, to presentations about English  culture and informing about English culture in general and  it also I often had to  participate in lessons, and plan  lessons for the school and it was a brilliant experience.",1
"In terms of finance I  received  the Aramis  funding, Aramis  grant which youre entitled to as a teaching assistantship as well as the student  and that really helped me out through the year.",1
"Last night, the IDF and the ISA put dozens of Hamas terrorists back in prison including some who were released in the framework of the agreement to return Gilad Shalit.",1
"I praise the soldiers and commanders -- from the IDF, ISA and the Israel Police.",0
"They have done, and are doing, excellent work.",1
"As soon as the Cabinet made its decision, they successfully carried out this complicated mission in less than a day.",1
We are in the midst of a wide-ranging operation.,1
"FEMALE SPEAKER: Bad advertising isnt memorable, isnt meaningful.",0
FEMALE SPEAKER: Cheesy infomercial style commercials.,0
FEMALE SPEAKER: Its so predictable.,1
"MALE SPEAKER: Bad advertising, first of all, is spam email.",0
"Hi My name is Desiree Dorsey and Im going to read a monologue from--a quote from Tom Robbins So you think that youre a failure, do you?",1
"Well, you probably are.",0
"Now take a small, sharp cutting knife, be careful of your fingers, and we are gonna filet our olives",1
"This is so funny, we’re gonna cut out the meat of the olive, by keeping the knife nice and flat and sliding it through",1
"Just be really careful, don’t get your fingers",1
"I’m 5 years old, I love doing this",1
"Now we are going to cut our olives into thin strips, we will need 5 strips for each bird",1
I’m gonna be cutting strips into about 1/2 of my olives and I’m gonna be saving the other 1/2 for my eye decorations,1
"Then you’re gonna take your 363 tip, and we’re gonna be cutting the pupils",1
"Remember, each bird will need 2 of them",1
Good day.,1
"Im Burns Phillips, commissioner of the Department of Labor and Workforce Development.",1
Two years ago we began a journey to completely overhaul Tennessees forty year old unemployment insurance system so that we might improve our serve employers and deliver unemployment benefits to claimants.,1
Its nearly complete.,1
The new system or run through the Job4TN.gov website.,1
"Soon youll be able to go online and handle your claimant responses, as well as any protest or appeals processes.",1
Now your company will have to register with Jobs4TN.gov in order to use this new system.,1
Rest assured weve taken many safeguards to keep your information confidential.,1
Another change will impact companies who have employees on partial layoff.,1
Those employees will need to register at Jobs4TN.gov and go online each week to certify that they are still out of work.,1
"Now, thats a change it will take some getting used to, but were here to help through all this.",1
Were working around the clock to make sure to smooth transition.,1
"Good morning, Im Anne Lezak, and Im chair of the Rutland County democrats.",1
"You ask me, how I would decide if Im a democrat or a republican.",1
"That was really no decision at all for me, I think I was maybe born a democrat.",1
"The democratic values and ideals and goals, resonates so strongly in me, and I think really have for my whole life.",0
"- [Announcer] And now, a Citizens National Bank Newsletter Extra",1
"- Citizens National Bank has always offered Farm Service Agency guaranteed lending, but recently we became a preferred lender with them, which allows us to speed up the approval process",1
"Prior to that, it took us thirty days for an approval through the FSA, but now we can do it in four days",1
What were required to submit now is a one page application and a narrative,1
"If we can get two or three years of annual statements, that would be great",1
"Three years of tax returns, so we can kind of average out what the income numbers are",1
"And the different types of loans that we can offer with this are Farm Ownership loans, Operating lines of credit, or Equipment and Capital Improvement needs loans",1
"The benefit to the borrower also allows us on the real estate transactions to offer them a long term real estate loan thats fixed on the rate, different terms that we have now, we can fix a rate up to thirty years",1
"Where prior to that, typically, wed lock a rate in for a borrower for five years",1
"You know the benefit to that would be that they can mitigate any interest rate risk by locking in and knowing where their payments will be for ten, fifteen, twenty, twenty-five years up to thirty",1
"Other than the Farm Service Agency loan programs, other options that we have started or are involved with would be through the Farmer Mac Program",1
They basically have two,1
"Theres a Farmer Mac Two which coincides with the Farm Service Agency, thatll give us a fixed rate on their program",1
They also offer a Farmer Mac One,1
"And the Farmer Mac One is available to any borrower and even if you are a investor owning property and you want to have an option of having a fixed rate on your real estate, we can take you through the Farmer Mac One program and lock that rate in",1
Another option that we have through the Farm Service Agency is the Beginning Farmer program,1
And this really allows for a family farm operation to transition real estate from one generation to the next,1
The way this works or the structure would be that the bank would finance 50% of the deal on our normal terms,1
Farm Service Agencys portion would be financed for 20 years and currently the rate on that would be 1,1
The borrower then needs to come up with 5% or have a 5% injection into the process,1
"The loan limit with the Farm Service Agency is $225,000",1
And the balance of it then can be done with bank funding,1
"To learn more about these programs, visit our Farm Services under the business section of this website",1
"Or you can give one of us a call at any of the branches that we have, or stop in and see us",1
"a sigh, nor a thought tainted with the slightest flavor of unhappiness or discontent",1
"All our wishes are gratified, and love reigns eternally and without stint",1
"Never, when on earth, did I conceive that one man could love another as one spirit here loves his brother spirit",1
"The mine and thine are truly the ours, and no spirit is so happy as when he is doing something to make another spirit happier",1
"and then, love between the opposite sexes is so pure and glorified",1
"JEFF BELL: Because theres more fragmentation, because so much media, for instance, is local and regional, thats the problem that is before every planner and buyer.",1
"Were here with Alan Clayton, of Clayton Burnett at the Institute of Fundraising National Convention.",1
"Alan, youve just published a controversial blog post that is a call to action for fundraisers.",1
Tell us more.,0
"Well, I dont see whats controversial about it Howard.",1
"I just sincerely believe that somebody, probably the Institute of Fundraising, should put aside some budget and launch a media campaign saying we are proud to be fundraisers.Theres been so much negative press and offset against that the evidence is that when an entire organisation is proud of its fundraising, it raises more money.",1
"Weve got so many people defending, controlling, attacking fundraising that weve become defensive and apologetic and there is nobody out there in the media or talking to trustees and chief executives saying actually, were very, very good at this.",1
Millions of people have lives enhanced by giving.,1
Were the best in the world.,1
In the last decade weve engaged two million young people for the first time.,1
"times the able-bodied you know research community doesnt get that and they go straight to this, Oh, we want to cure you",0
"Remove disability, we want to erase disability",1
I use a power scooter to get around,1
It aids in my mobility,1
And if there was a new feature that came out for my scooter they made it more comfortable or functional thatd be great,1
Id be all for that,1
But that doesnt negate my pride in using a scooter or questioning my worth as a human being,0
"The response and impact of those advertisers that have started to engage in on line media to measure their-- the results of that, has been really positive.",1
"Overall I think we are pretty clear that this has been a major step forward for the teaching of this course, and it was a big success.",1
"I mean, firstly we had the students reactions which was overwhelmingly positive.",1
"We also had exam data that we could analyse, and we able to do proper statistical analysis of this, comparing it with exam data from the three years previously, and what weve found, where we controlled the differences among these students, differences in the difficulties of the exams, we found that weve had something like five marks to the average grade of a student, which is quite a big increase, I mean, its half of the degree class, if you like.",1
So that was really a positive thing.,1
"But even if you dont believe the exam data that we had, we saw the engagement significantly improved.",1
"I mean, the attendance was so much better throughout the year, and in fact because the attendance was higher and we were asking students to go to twice as many classes, what we found was that over the year students had attended something like three times more classes, of this small problem classes, than they used to.",0
Western Red Cedar siding has centuries of proven performance.,1
Scientists have conducted advanced weathering test that show the Western Red Cedar siding with no protective coating can last up to two hundred years.,1
&gt;&gt; DEANNE HAMILTON: There will be a critical vote in congress very soon on whether to eliminate all federal support for local public TV.,1
&gt;&gt; KENT WEILAND: Federal funding is an important part of WKARs budget.,1
"It helps us deliver commercial-free programming that expands childrens minds, documentaries like NOVA, American Experience and Frontline, and trusted news programs like NewsHour.",1
"It exposes people of all ages to the worlds of music, theater, dance and art.",0
"TOM MERRITT: The mistake marketers make is that they might think, oh well the consumer is doing this.",0
"Ill just look at this study, and Ill do this formula.",0
"Hey, this is Tracey Goodwin, I am the Red Sweater Lady and today I am going to teach you how to write and deliver a birthday speech.",1
A great birthday speech in fact.,1
"Hi guys, my name is Timea Kalmar.",1
I came to Kingston University last year with Erasmus scholarship.,1
"JACQUI WILKINSON: I think that consumers are different, and I can talk for myself.",1
"I think that online shopping is a huge thing that probably didnt happen, wasnt really happening.",1
"I dont think Id really made a purchase online up until about five years ago, or something.",1
"So its really, really changed.",1
Welcome to the ManageMyFatigue app v1.3 update.,1
Can you believe the app has been out for almost three months now!,1
We continue to make improvements based on our original roadmap and your feedback.,1
Were very excited about the v1.3 feature updates.,1
"Its obvious that the ManageMyFatigue app is a culmination of many ideas, the original concept and the amazing feedback and suggestions from you.",1
I hope youll join me for just a moment to check out the latest features.,1
The first thing youll notice are the visual changes.,1
Weve flattened the buttons and added more contrast so the app is visually more appealing.,1
We also added a direct link to the training videos.,1
"If you havent checked them out, you might want to because they include some helpful information on using the ManageMyFatigue app.",1
Weve heard your requests and have made some changes to the More screen.,1
Youll note there is now a place to add prescription medications.,1
"You certainly dont have to include this information, but many of you have requested this feature.",1
This information is available to you in the Prescription Meds screen and also in the Bedtime Questionnaire.,1
"This way you can check your med list before you answer the, Did you take your prescription medication today? question.",1
Since were on the Bedtime Questionnaire I should mention that weve added a question about napping- How long did you spend napping today in total?,0
Thanks to those of you who requested this addition.,1
Naps are very common and should be considered when evaluating your day.,1
Weve also made a change or two  to the Settings options.,1
Youll note weve included a Soft reminder sound option and you can now tap each sound option to hear it before you choose it.,1
We also created a custom vibrate pattern for iPhone users.,1
"If the ManageMyFatigue app is the active app -  meaning that it appears on the screen when the screen is illuminated,  the vibrate pattern will be four short bursts to help you recognize that the ManageMyFatigue app is alerting you.",1
We also set the default calendar options to Enabled so your attempted tasks will automatically appear in your calendar.,1
You might wonder how should I be prepared for the day of my hearing,1
"What are some of the things I can do to be the most prepared on the day of the hearing? Well, the first thing is wear comfortable clothes",1
Do not wear something that is constricting to you or that youre uncomfortable with whatever your everyday clothes are,1
Thats what you should wear to the hearing,1
"This isnt a job interview, you dont need to dress up, go as you do everyday",1
"Jeans are perfectly fine at hearing, sweats are perfectly fine",1
"What you should not do is wear something that its extremely short or wear a lot of jewelry, a lot of makeup",1
Other than that you should be fine,1
Make sure you arrive early,1
One of the biggest complaints I hear from judges are these people are waiting more than 2 years for hearing and then they are late to their hearing,1
"Make sure well in advance that you know the route that youre going to travel, that if you need a ride that you have lined up a ride, and if youre riding on mass transit that you know what the schedule is so you should arrive at hearing an hour before your hearing",1
"If you arrive an hour before that lets you be familiar with the hearing office itself, it lets you calm down, usually people are anxious the day of hearing and youll be prepared to testify",1
The next thing you should do if you take medication ordinarily make sure youve taken your medication prior to your hearing,1
"For example, if you suffer from chronic pain you want to be able to concentrate and focus on what the judges asking you at your hearing and you want to be as comfortable as possible",1
Another thing you should do is do not be afraid to ask the judge to change positions if you are uncomfortable,1
"If you need to stand because youre in a lot of pain all you do is ask the judge respectfully, Your Honor, do you mind if I stand? If you need to stretch your legs or prop your legs on a chair they will allow you to do that",1
Just ask the judge first prior to adjusting your position,0
Dont be afraid to take a break,0
It is very important if you need to take a restroom break that you do so because of youre concentrating on the fact that you need to go to the restroom as oppose to the questions the judge is asking you might answer a question in a way that you ordinarily would not answer because you cannot concentrate and focus upon the questions the judge is asking,1
"And finally, be candid, be frank and answer the judges questions truthfully",1
Do not be evasive,1
You want to give the judge your best testimony on the date of your hearing,1
Im Sherri Allen with Allen Law,0
"Hi, Im Mark Blocker on behalf of Expert Village.",1
In this segment we are going to do the conclusion to our vehicle interior lighting maintenance and cleaning video.,1
"As weve walked you through the procedures for cleaning the lens covers for both the front and rear door assemblies, weve gone through the cleaning procedures for the interior dome light, and weve gone through the cleaning procedures for the trunk light itself.",1
"Hi, Im Carmen Lynne with Expert Village, and were talking about dreams.",1
"Now if youre one of those people that has difficulty remembering your dreams, even though you know youve dreamt but you cant quite remember what youve dreamt, there are some little tips and techniques that I can tell you which will help you.",1
"First off, if the alarm goes off in the morning and it wakes you up, fine.",0
"When youre lying in bed and the alarms just gone off, do not move.",1
So dont change your position in the bed.,1
Stay there in the same position.,1
"The reason being that, its weird, its like when you move around it almost kind of knocks the dream out of your head in a strange way.",1
Its been amazing to see how our community of backers is growing every day,1
We want to say thank you and tell you more about our personal journey,1
"Douglas and I have been working in the field of thermoelectrics for 10 years, 5 of which have been at Matrix",1
"For the last 50 years, not much progress in thermoelectrics has been made",1
We decided to take a different approach,1
Lets check out the lab,1
We decided to take a systems approach,0
Were using the most efficient thermoelectric materials available today that have the unique combination of low thermal conductivity and high electrical conductivity typically not found in nature,1
Weve paired that up with a thermal design that efficiently moves heat from your body to the environment,1
"Finally, were using a boost converter to take small thermoelectric voltages to usable levels, that only became available in the past few years",1
"Weve done the hard engineering necessary to put all this technology into the watch that youre backing, but were not stopping there",1
"Were working on the most advanced earth-abundant materials, even better thermal designs, and boost converter circuits that are even more efficient than whats available today",1
Information technology is playing an increasingly important role in business.,1
"However, a study from Capgemini found that business leaders fail to utilize big data into their strategic framework.",1
Capgemini summarized the findings of a recent survey of 607 respondents.,1
Hey guys whats up welcome to rock gamer your one stop shop for all things Rock Band 4 and Guitar Hero Live related so i want to talk about some of the new rock band news that came out today.,1
IGN did a featureette Now if youve played the past Rock Band and Guitar Hero games then youll know that the career mode was really more of an afterthought.,1
Youd play it once and then you would never return to it because it was the same experience.,1
Rock Band 4 hopes to change that.,1
In Rock Band 4 they really want to give you the option of how to become a successful band.,1
They want you to dictate that story.,1
"If you want to do the corporate gigs and make a lot of money and be a bunch of sellouts you can totally do that or you can just choose to do a different route you know play smaller venues, you know sleep on peoples couches and just interact with people over social media and manage that whole aspect so that is a really cool thing they are going to be changing up.",1
So you can play the career mode multiple times and have a different experience each time and play different gigs each time.,1
"The other thing that is really cool is that the money system is returning so you can use money to buy new instruments, you can use it to upgrade your characters appearance buy clothes that kind of accessories the other thing thats going to be changed is how fans work.",0
If you played rock band 3 then youll know that fans had no impact on gameplay.,1
This time they are going to have an impact on the gameplay.,0
So the number of fans you basically accumulate can be geographic specific so you maybe playing on the eastern seaboard or on the east coast and you may find that playing in different locations will unlock certain gigs and easter eggs which is a really cool idea.,1
I think its really important for everyone to understand that here at the University there can be no tolerance for sexual violence of any kind.,1
"We have a particular concern with what happens to survivors of sexual violence and that they should have the easiest, most respectful way to find support in the University.",1
"And so the protocol and the website that have been developed are an important addition to our practice of dealing with cases of this sort, and to trying to eliminate and wherever necessary address the concerns of people who have survived sexual violence of one sort of another.",1
"If we put ourselves in the place of a survivor and think about what we would want, we would want respect for our concerns, confidentiality, a value-free response to what has gone on, and a clear effort to provide the supports and services that we might want.",1
"Hi, my name is Ryan Crozier, and I use PaySimple for online donations for our non-profit.",1
"And our donors love it because its set up automatically each month it withdraws a donation from their account and they get a receipt via email, and our bookkeeper loves it because it makes keeping track of the donations very simple.",1
"She logs in and sees all of the  donations in the past month so its been a great tool for us and PaySimples support has been awesome, helping us get set up and keep things running smooth.",1
"Im Megan Edwards for InvestmentPitch.com PI Financial has initiated coverage on Macro Enterprises, symbol MCR on the TSX Venture Exchange.",1
"Analyst Jason Zandberg gives the company a buy rating, and a12-month target of $7.00, a premium of 80% to the $3.88 price the day the report was issued.",1
The company specializes in the construction and integrity of pipelines and oil and gas facilities.,1
Based in Fort St.,1
"John, British Columbia, the company provides its services throughout Western Canada from Manitoba to BC.",1
Macros financial results have been very strong over the past four years and have accelerated over the last 18 months.,1
"Revenue has grown from $48 million in 2009 to $148 million in 2012, substantially through organic efforts.",1
"The companys clients include, Enbridge, Talisman, TransCanada, Cenovus, Nexen, Spectra, AltaGas and Pembina.",1
"British Columbias liquid natural gas development could result in several multi-million dollar contracts for pipeline and facilities construction business for Macro, once final investment decisions are announced.",1
"Pipelines connecting Western Canadas gas producing regions to the coast, for ultimate delivery to Asia, will encourage further development of natural gas resources which includes associated well-site water lines, natural gas flowlines and processing facilities.",1
"PI Financial expects revenue to grow 37% for the full year of 2013, and 23% for 2014. A significant growth constraint for this market is access to equipment and labour and Macro is in an enviable position with respect to both these variables.",1
"Analyst Jason Zandberg stated, Given Macros revenue and earnings growth profile we believe Macro shares are still significantly undervalued.",1
Well now that weve got the exercise part out of the way lets return to the details of property three and see what it means to faithfully represent that have the refinement faithfully represent the specification.,1
In fact we have to check three things.,1
Theres three criteria that we have to look at.,1
"First of all, is the refinement adequate?",1
Now to answer some of your questions coming in through the website and our Facebook page.,1
This one is really interesting.,1
"Were diligent when it comes to physical safety, but Im interested to know, as a business owner, how I should approach the mental health of my staff. Its a really, really good question.",1
"First of all, its important to think about the mental health of your employees as being part and parcel of running a good business.",1
"Aside from any legal responsibilities, mentally healthy workplaces are also more productive, obviously.",1
"The people in them are happier, they take less sick leave, and are more committed, which is better for your bottom line.",1
"Now as an owner or manager, its important that youre conscious of how staff are travelling, and understand the signs and symptoms that could indicate that theyre doing things a bit tough.",1
"Now you dont have to be an expert, but its wise to speak with that person if you are concerned.",1
"Customer service is actually an ongoing process, and takes place at all phases of the interaction with your customer.",1
"Hi, Im Peggy Collins.",1
Well spend the next couple of minutes learning how to use customer service to promote your business.,1
"First, lets talk about what customer service is not.",0
"WRITES THAT TRUMP SAID, HE HAD NOTHING TO DO WITH RUSSIA, HAD NOT BEEN INVOLVED WITH HOOKERS IN RUSSIA",0
"( APPLAUSE ) <i>( CHEERS )</i> COMEY REPLIED: I UNDERSTAND, MR",1
"PRESIDENT, BUT I JUST ASKED WHAT YOU HAD FOR BREAKFAST",1
( LAUGHTER ) NEVER PAID FOR BREAKFAST IN MY LIFE,1
COMEY ALSO DESCRIBED A DINNER HE HAD WITH TRUMP JUST AFTER THE INAUGURATION,0
"Alright, were talking about content and the things that youre looking for.",0
"The last thing you want to take a look at is the conclusion, and this is a big one because, especially in speech classes, this is where people tend to drop the ball for several reasons.",0
"Either they dont quite understand how to write one, or maybe by that time in the speech theyre like so over it that they just have to sit down before they throw up.",1
"The novel commences by Janie returning to Eatonville, Florida",1
"The townspeople note Janie’s newly found confidence after leaving Eatonville with her third husband, Tea Cake",1
"Janie’s first marriage was to a man, Logan Killicks, her grandmother, Nanny, encouraged her to marry, not because she loved him but rather because he could provide her with security and a social status",1
"For years, Janie lived and suffered with this idea",1
"Her second husband, Jody Starks, although charming at first began to also treat her poorly a few years into their marriage",1
"However, he managed to establish them in Eatonville and they became wealthy",1
"Alright, the next thing you need to think about when youre planning to use humor is, think about and possibly plan some kind of comment, some kind of retort you can make if your element of humor totally crashes and burns.",0
"Ok, you tell a joke, you tell a story, you tell a anecdote, you look in the audience and this is what you see.",1
This is Financial Advisor Patrick Munro talking about why should you invest in certificates of deposit.,1
I look at someones financial life like a triangle.,1
On the very bottom is savings.,1
I know what you guys are gonna say that Goku has the little extending stick thing that basically extend and retract and its basically magic,1
Mark: My name is Mark Kevin: And Im Kevin Mark: We are with Central Desktop,1
Weve actually been LiveChat users and customers for almost four years now and we primarily use it in our support team,1
We love it to death,1
Its actually one of our customers favorite tools to use,1
Why does the support team love it? Kevin: Support loves it because it is a seamless product,1
Its always working for us,1
Customers can connect with us right away and they always rave about the fast support they receive with LiveChat,1
You got to go get it,1
&gt;&gt;SHARON BERRY: We want to talk now about institutional barriers.,1
"Looking at your own organization, your own agency, to see what interferes with allowing trainees to bill.",1
The bigger picture is: Are you allowed within your state.,1
But lets say you are.,1
Many states are able to bill Medicaid for trainee services under the supervision of a licensed and credentialed provider.,1
Look at your agency and start conversations.,1
"Key people will include your billing department, whatever it is called; revenue management, billing.",1
"They may think that it is absolutely not possible, and you will want to start to give them evidence not only for how it is possible in the state, but how it is being done in other states, and what the difference will make to your program and to those who want the services you provide.",0
"- Its Amanda from Derma Clinics and the topic for today is, what is an esthetician and why does everyone need one? So estheticians are skin therapists with a specific knowledge and understanding of advanced treatments and proper skincare recommendations",1
So why do you need one? Well the answer is simple,1
"Its so easy to get lost in what seems like an endless pool of options when it comes to what skincare to use, and what treatments you should be having to fix your skin",0
"So the first step in getting a little bit of clarity on this topic, is getting your skin analysed and having a proper consultation with an esthetician",1
"That way you can sit down and have a proper discussion about whats bothering you about your skin, and where youd like your skin to be",1
At Derma Clinics we look at the holistic health of your skin,1
"Well ask you questions to get a better idea of the history of what youve achieved with your skin, what youve used on your skin before, because all of these are really important factors for us to put together, when we are thinking about what the best recommendation is for you and for your skin",1
"investigation, and submits that report to the Police Accountability Board",1
"The PAB reviews the report in a closed meeting, and then forwards recommendations to the Chief of Police",1
The Chief of Police makes the ultimate decision about the conclusion of the PAB process,1
"At all times, the Chief of Police retains both the responsibility and the discretion to make any disciplinary decisions",1
"The individual who submitted the complaint receives information about the conclusion of the process, however, that individual doesnt receive the specific disciplinary outcome, if any, of the investigation",0
"To learn more, please visit our website at pab",1
"CASSIE MOGILNER: In general, consumers believe or perceive nonprofits to be more warm and not particularly competent.",1
"On the other hand, they perceive for-profits to be competent but not particularly warm.",0
And whats interesting is to see how these perceptions play out in marketplace behaviors.,1
Across the studies weve found that its perceptions of competence and not warmth that drives consumers willingness to purchase.,1
"Now thats a bummer certainly for nonprofits who are not necessarily less competent, but just as perceptions are driving that.",1
So then we were looking at are there ways that you can increase perceptions of competence amongst nonprofits.,0
And indeed there are.,1
"So we found, for instance, if you receive an endorsement from The Wallstreet Journal and another credible source, that by boosting perceptions of competence for nonprofits, making them on par with their perceptions of warmth, that you actually elicit admiration.",1
And then that actually trumps just competence alone in terms of purchasing.,1
"Alright, now that we have found some job openings, the next thing were going to do were going to respond to them.",1
And there are several ways in which you can actually respond to job openings.,1
Deloitte recently announced investment programs aims to expand client service and industry capabilities in select strategic markets.,1
"I think what you’re seeing in the technology space today is if you look back 20 years, there tended to be dominant players in certain categories and the product was so differentiated and there was such a huge wide gap from the bottom of the category to the top of the category in terms of performance, speeds, screen sizes, memory, does it have a DVD player, reader or not?",1
"And as in any category, as that consolidates and the gap closes from the top to the bottom, and the products become more similar as technology advances so far, marketing plays a much, much bigger role and other things that you bring to it.",1
And you want to set the tone that you have confidence in that persons ability to improve,1
"Step seven, you want to document the performance counseling conversation",1
"And that will vary from company to company, so whenever you have some kind of performance counseling conversation, its best to check in with human resources first, find out what kind of documentation, if any, that they would like",1
"And the reason that documentation is really important is it may become very important if you decide you want to maybe reassign that employee to a different role or you want to put them on a corrective action plan, or potentially even terminate employment",1
"So again, thats likely to be company-specific, but again its important that you just consult with your HR department",1
"Youve recently invested in some corporations on Wall Street, and now you are following their every moves.",0
"Hi, Im Stephanie I am a senior at Greenfield High School I didnt use FM because for many reasons, but one of them is every time I put in my FM in the back, it bothers me it like touches my skin.",1
Another reason - I dont like the way I hear it.,1
I feel like somebodys speaking right next to my ear and its like a microphone.,1
And I worry about losing it.,0
I agreed to try FM because I thought it would make a difference now that my hearing aid is fixed.,0
"Alright, were talking about content, and the next thing that you want to look for as youre evaluating a speech -and Im going to go ahead and tell you this is the one thing that people tend to forget the most and its absolutely one of the most important parts of the speech- and thats transitions.",0
What transitions are are simply sentences or statements that tell us where weve been and where were going.,1
Lets say body part 1 was about cheap hotels and hostels in Europe.,1
Body part 2 is about cheap airfare tickets to Europe.,1
"Hello, my name is Emily Gasner, and Im with Working Solutions.",1
Ill be talking about how to read a cash flow statement.,1
"As an entrepreneur, youll need to know how to understand financial statements.",1
&gt;&gt;Tim Sebastian - Mideast Davos Debate 2009 I think role models are vitally important at meetings like this and in general in the Middle East.,1
"All right, another tip for helping your audience remember your speech, or certainly--certain parts of your speech, is repetition.",0
"Some things in certain areas, certain fields, youre not supposed to keep repeating yourself, like when you write English papers.",1
You dont want to keep repeating yourself.,1
"But in speeches, its a good thing, its a positive thing to--not all the time, but several times--continually repeat something.",1
Especially something that you really want your audience to get.,1
"Hi, it sounds like youve got the sniffles or maybe just a plugged nose or just need help with blowing your nose.",1
Im Dan Carlson and an LPN and Im going to walk you through this.,0
"Hi, I am Vlad and today’s topic is “CheckPoint 156-410.12 exam and its preparation” first of all I will discuss about 156-410.12 exam related skills and technologies.",1
Afterwards I will share my personal experience how you can reduce your chances of failure in CheckPoint 156-410.12 exam which is related to “CCSI” and credits towards “CheckPoint Certified Security Instructor” Certification.,1
